,text,transformers_score,textblob_score,family
2101,"A #newspecies of Pherbellia (#Diptera: #Sciomyzidae) from #Iran.
https://t.co/JzkvEAdV2P
#Taxonomy",-0.9848429560661316,0.0,Sciomyzidae
2102,"@Ricowellss @DipteristsForum @Buzz_dont_tweet @ScotWildlife @EdinburghNats Image 1 are mating Snail killing flies (also known as marsh flies) Family Sciomyzidae, image 2- looks like a male and of the hoverfly Leucozona lucorum and yes to the flesh fly 😀",-0.983210027217865,0.4,Sciomyzidae
2103,@greenlandfalcon Hi Alan. First is possible a fly in the Sciomyzidae (snail-killing or marsh flies). Second is a female Eristalis pertinax hoverfly. Last 2 are female Andrena scotica :),-0.9911258816719055,0.19375,Sciomyzidae
2104,@KellyBrenner Nice! These are marsh flies (AKA snail-killing flies) in the family Sciomyzidae. Probably Dictya but I'm not completely sure...,-0.99470454454422,0.25,Sciomyzidae
2105,@KellyBrenner @Bertonemyia Sciomyzidae! These are great. There's a key here: https://t.co/SLWWHPD5ub,0.9981318116188049,0.4,Sciomyzidae
2106,@bodminking Ilione albiseta is similar but I don’t know enough about Sciomyzidae to know if there are other similar possibilities to rule out.,-0.99505615234375,-0.03125,Sciomyzidae
2107,"A classy fly, both elegant and menacing, and I love those outrageous antennae. Seen it before a few times around #Topsham but this is new to the garden list: Sepedon spinipes (Sciomyzidae). @NHM_Diptera @DipteristsForum https://t.co/XUofHbITGk",0.9898335933685303,-0.02045454545454547,Sciomyzidae
2108,"@Amazingbruce Hi Bruce, out of my comfort zone but I think this a fly in the Sepsidae family.  @DipteristsForum",0.9692143797874451,0.8,Sepsidae
2109,"1/2 Hi @StevenFalk1 @xylota. Wonder if you can help? Keying out fly using @DipteristsForum family key. Certain this is acalypterate. Pretty sure costa is unbroken. But confused on vibrissae. Look strong, but key says = Sepsidae. Not right IMO. If weak, leads to Dryomyzidae. https://t.co/DThvk35OzW",-0.9949607253074646,0.1279761904761905,Sepsidae
2110,"Following @flygirlNHM's tweet about the mating dance of the garden fork, I am posting a Sepsidae mating dance. This is one of those moments when I trusted my camera to calculate flash output because I had to concentrate on capturing the moment. #flies #diptera #sepsidae https://t.co/OfvfTwfML8",-0.9895970225334167,0.0,Sepsidae
2111,"Black scavenger fly (Sepsis punctum), an ant mimic: https://t.co/K938xrwQbZ #InverteFest #Diptera https://t.co/a4pm8HRSPm",-0.9969342947006226,0.3166666666666667,Sepsidae
2112,"#INHS PhD student @birdwrangler is studying black #flies (family Simuliidae) and their effect on avian #wildlife. Black flies are #pests across the world, but their abundance, phenology, and impact on wildlife behavior, health, and survival aren't well known. #WorkingWednesday https://t.co/GR84bDevxS",-0.9953834414482117,-0.16666666666666666,Simuliidae
2113,"@michelroggo Great shot! I am a great fan of your work, thanks for sharing it here. Black flies (Simuliidae) actually produce a strong silk thread they attach to the substrate to work as a life-line. Additional adherence is given by posterior prolegs with hooks.",0.9990012049674988,0.37777777777777777,Simuliidae
2114,"Simuliidae, black fly https://t.co/SIVjs0Avqv",-0.99257892370224,0.3166666666666667,Simuliidae
2115,"New CHECKLIST dataset: A new black fly species of Simulium (Nevermannia) (Simuliidae: Diptera) from the Southern Eastern Ghats, India (3 species occurrences) https://t.co/rSoOavVOU8",-0.9467977285385132,0.1812121212121212,Simuliidae
2116,"A new black fly species of Simulium (Nevermannia) (Simuliidae: Diptera) from the Southern Eastern Ghats, India https://t.co/Mxm0OlW1ni @Zootaxa",-0.8771851062774658,0.19242424242424244,Simuliidae
2117,"A new black fly species of Simulium (Nevermannia) (#Simuliidae: #Diptera) from the Southern Eastern Ghats, India.
https://t.co/BDDKueRzVK
#Taxonomy",-0.9220194220542908,0.19242424242424244,Simuliidae
2118,"#Repost toddamacker
• • • • • •
The conglutinates of the Fluted Kidneyshekll (Ptychobranchus subtentus) very closely resemble the pupa stage of blackfly larvae (family Simuliidae). They are 'designed', as a result of… https://t.co/TIPI5hYHfl",-0.9972452521324158,0.2,Simuliidae
2119,DNA Barcoding of Simulium asakoae (Diptera: Simuliidae) From Northern Thailand. https://t.co/LBunP1qpzT PubMed,-0.9835597276687622,0.0,Simuliidae
2120,@wyliehorn @StevenFalk1 But for black flies (Simuliidae) - check out https://t.co/oDuuO8D7q2,-0.9590946435928345,-0.16666666666666666,Simuliidae
2121,DNA Barcoding of Simulium asakoae (Diptera: Simuliidae) From Northern Thailand https://t.co/nEUwjsSFu9 JMedEnt,-0.981556236743927,0.0,Simuliidae
2122,@BritishBugs @MilesKing10 I agree - it’s a Simuliidae,0.9802887439727783,0.0,Simuliidae
2123,"Excited that Journal of Medical Entomology has published our methods paper! Thanks @EntsocAmerica!! Please dm me if you'd like the pdf. #Simuliidae #blackflies #imagej
https://t.co/MOLwNFSLz6 https://t.co/XWbACno3Wu",0.997055172920227,0.22916666666666666,Simuliidae
2124,"Perhaps most difficult photos I've taken. No harsh conditions, nor emotional challenge, just THIS LITTLE LADY WAS ON A WEIRD PLACE ON MY LEG TO PHOTOGRAPH! Never experienced black #flies (#Simuliidae) in my yard let alone photographed the family. Bites bled a bit, but worth it! https://t.co/6RLFMWrGmd",0.9909846782684326,-0.10046296296296298,Simuliidae
2125,@mtbogan @PeccaryNotPig I used to find large quantities of Simuliidae  during sampling in highly degraded streams near pastures and underground mining outflows,-0.99457848072052,0.1580952380952381,Simuliidae
2126,"@PeccaryNotPig Black fly larvae (Simuliidae)! They’re very adaptable to anthropogenic substrate, as you can see here from the Santa Cruz River in Tucson 😂 https://t.co/0LgJSfhYPH",0.9957797527313232,0.3444444444444445,Simuliidae
2127,"@monotomidae @Cotesia1 @talkingrootworm @MosquitoLab Wooo! The black one is giving off a Sphaeroceridae vibe, but the other one I can’t make out unfortunately",-0.993329644203186,-0.2638888888888889,Sphaeroceridae
2128,Charles Frederick Adams identified Sphaeroceridae and collected Sphenodontidae https://t.co/HPvu1R1IRL,-0.8254497647285461,0.0,Sphaeroceridae
2129,"@Reefpaths @xylota @DipteristsForum @NEE_Naturalist The fuzzy one looks like Scathophaga stercoraria (Scathophagidae), the common yellow dung fly! The shiny one is a nice soldier fly (Stratiomyidae) 😊",0.9655826091766357,0.41999999999999993,Stratiomyidae
2130,"@BroadGavin @Bugs_And_Stuff @flygirlNHM @NHM_UKBiodiv @InsectDiversity @uksarcs @insectweek It's a soldier fly (Stratiomyidae), and looks like Sarginae",-0.9953221082687378,0.8,Stratiomyidae
2131,"Body weight loss of black soldier fl y Hermetia illucens
(Diptera: Stratiomyidae) during development in non-feeding stages:
Implications for egg clutch parameters.
#circulareconomy #bioeconomy #BlackSoldierFly #protein",-0.9979103803634644,-0.16666666666666666,Stratiomyidae
2132,"Three families so far! Stratiomyidae, “Tipulidae”(I know it’s been split, but I haven’t learned to ID the subfams. yet), &amp; Culicidae!",-0.7840090394020081,0.15625,Stratiomyidae
2133,@bronte__lee That is a female wingless fly of the genus Boreoides (Stratiomyidae),-0.9856633543968201,0.4,Stratiomyidae
2134,"Pre-treatment of banana peel to improve composting by black soldier fly (Hermetia illucens (L.), Diptera: Stratiomyidae) larvae https://t.co/JPWoQap4UF",-0.994424045085907,0.3166666666666667,Stratiomyidae
2135,"Enzymatic Fractionation of Protein, Fat and Chitin from Hermetia illucens (L.) (Diptera: Stratiomyidae). #circulareconomy #bioeconomy #protein #fat #chitosan https://t.co/0LIbAZBzUG",-0.9875584244728088,0.0,Stratiomyidae
2136,"Lipid profile and growth of black soldier flies (Hermetia illucens, Stratiomyidae) reared on by-products from different food chains. #circulareconomy #BlackSoldierFly #bioeconomy https://t.co/EmktdeuhZg",-0.9881574511528015,-0.08333333333333333,Stratiomyidae
2137,"New CHECKLIST dataset: Flower flies (Diptera, Syrphidae) of French Polynesia, with the description of two new species https://t.co/8YY35BzILH",-0.9740501642227173,0.0909090909090909,Syrphidae
2138,@RevRichardColes Apocrita and Syrphidae are humming mournful songs. You’ve deprived them of a branch of botanical Five Guys. Would a wild patch in the vicarage garden be out of the question? A small corner that winged things could call their own? I could make one for you.,-0.9869052767753601,0.15,Syrphidae
2139,@Liam_M89 Or hawthorn\ March flies. St Marks fly is Bibio marcio but is used by a few in that genus (Bibio). Other UK genus is Dilophus. Anything that ends in idae shows that it is the family name so Bombyliidae/bibionidae/syrphidae (bee-flies/March Flies/hover flies).,-0.9964936971664429,0.15833333333333335,Syrphidae
2140,@FrancesLumsden I have an entomologist friend who loves Syrphidae https://t.co/UMYUC4Lg0P,0.9864689111709595,0.0,Syrphidae
2141,"Found this female Brachyopa scutellaris in my hallway this morning. Nice view of the pubescent arista and the kidney-shaped pit on the inner face of the flagellomere. 

#Syrphidae #entomology https://t.co/L2mD7wPUOE",0.9816006422042847,0.19999999999999998,Syrphidae
2142,"Narcissus Bulb Fly (Merodon equestris), a big hoverfly that buzzed loudly and flew all around before landing: https://t.co/UKytQ1bPEx #MacroMonday #NaturePhotography #insect #Syrphidae https://t.co/rIeq4Q7HMA",-0.9925146698951721,0.3,Syrphidae
2143,Hoverfly: Syrphidae taken with the telephoto lens and teleconverter on today @FujifilmX_UK #xt3 #xf100400 #xf14teleconverter #repostmyfujifilm #fujifilmwildlife #scotland #insect  #scotnature #wildlifephotography #TwitterNatureCommunity #moray @Natures_Voice @RSPBScotland #photo https://t.co/LTMCbt9c04,-0.9952108263969421,0.0,Syrphidae
2144,"Syrphidae

#exclusive_world_macro
#macro_highlight
#macro_alit
#macro_brilliance
#1macroshot
#photography
#beautiful_insects_japan
#earthcapture… https://t.co/nyAW1E2FJi",0.9757117629051208,0.0,Syrphidae
2145,"Superpredator. A damsel bug stabs a syrphid fly in the neck. Both of these attack other insects, but I have seen damsel bugs do this fairly often. I saw this struggle last night at dusk, in a pasture nearby. Here's a photo.
#Nabidae
#Hemiptera
#Syrphidae
#biocontrol https://t.co/cemxuFNIJ4",-0.9865404367446899,0.34375,Syrphidae
2146,@kasson_wvu @sanjuan2023 @CharissaB @CorrieMoreau @IanGWill @another_ant_guy @thienthanhtrinh @zombieflied @naubinhorth @zombieantguy @hyphaltip @UCF @HiDrNic @fungolution @FuSchmu @UCFSciences @HereBeSpiders11 I think this is a blue hover fly (Family: syrphidae).,-0.9904422760009766,0.4,Syrphidae
2147,"@mbeisen Well, in your defense Microdon (Syrphidae) was first described as a mollusk !",-0.949131965637207,0.3125,Syrphidae
2148,Flies on vacation: evidence for the migration of Australian Syrphidae (Diptera) https://t.co/CW8StEP5hx @Ecol_Ent @RoyEntSoc,-0.973388135433197,0.0,Syrphidae
2149,"@VelcroCow2 Not a maggot (Brachycera suborder), but the Chaoboridae family of the long-horned flies (Nematocera suborder) are pretty cool. 

For Brachycera; see if you like Syrphidae, the hover flies have some neat bee mimicry",0.9888344407081604,0.3,Syrphidae
2150,Blotch-Winged Hoverfly (Leucozona lucorum) - spotted by the River Rea in Hazelwell Park (25/04) while recording for the Birmingham and Black Country #CityNatureChallenge #cncuk #hoverfly #syrphidae #pollinator #ActionForInsects @EcoRecording https://t.co/LImKEr3FBg,-0.9919551610946655,-0.16666666666666666,Syrphidae
2151,@ialearningfarms @IADeptAg @NACDconserve @Randallpaulcass The insect in the photo is not a bee. It is a hover fly in the family Syrphidae.,-0.9058079719543457,0.8,Syrphidae
2152,"New pub: Mengual, X., A. Ssymank, J.H. Skevington, M. Reemer, and G. Ståhls. 2020. The genus Afrosyrphus Curran (Diptera, Syrphidae), with a description of a new species. European Journal of Taxonomy. https://t.co/mpzXHXpHzR",0.5568713545799255,0.0909090909090909,Syrphidae
2153,"@SpicyBotrytis Great idea. The pods are tasty raw, so should be good pickled. We often have wild radish as a weed in our winter cover crops in Salinas, CA @USDA_ARS. They're👍 for beneficial insects like hoverflies (Syrphidae) that biologically control aphids in vegetables. Took this🖼️ 3/23/15. https://t.co/rHXu82xU8r",0.9573008418083191,0.3423076923076923,Syrphidae
2154,"New CHECKLIST dataset: The genus Afrosyrphus Curran (Diptera, Syrphidae), with a description of a new species (27 species occurrences) https://t.co/9HP76hgt0b",-0.9666188359260559,0.13636363636363635,Syrphidae
2155,@zuke19374267 Ooooo I just love the Syrphidae,0.9990165829658508,0.5,Syrphidae
2156,Syrphidae wow https://t.co/jlVbmoj9rN,-0.9840068221092224,0.1,Syrphidae
2157,"Garden flies #Topsham yesterday; some impressive, some small, all fascinating: Empis tesselata (Empididae), Pales pavida (Tachinidae), Xylota segnis (Syrphidae), Drosophila immigrans (Drosophilidae) @DipteristsForum @NHM_Diptera https://t.co/Bu1HzKw1oh",0.6988303661346436,0.48333333333333334,Syrphidae
2158,Give our non-bee pollinators some love! #syrphidae #pollinators #fliesarepollinatorstoo https://t.co/LMjCfiBMAJ,-0.9799261093139648,0.625,Syrphidae
2159,Is this Sphecomyia? Or am I way off? #Syrphidae #macroInsects https://t.co/SHK80xe0tI,-0.9990793466567993,0.0,Syrphidae
2160,"@SIBirdClub @lizzieguntrip #WildlifeFromMyWindow. Literally. Eristalis hoverfly (Syrphidae, Diptera, Insecta), on inside of bathroom window. Beauty! #lockdownnature #wildlifeinthehouse  #CityNatureChallenge #Eristalis #Syrphidae #Diptera #Insecta #hoverfly #fly #insect #nature #macro #Edinburgh #Scotland🦟 https://t.co/UYZy6YeaqL",-0.9874796271324158,0.8,Syrphidae
2161,Cypripedium subtropicum (Orchidaceae) employs aphid colony mimicry to attract hoverfly (Syrphidae) pollinators. https://t.co/lgpyLhFFXN,-0.8611376285552979,0.0,Syrphidae
2162,If I had a pound for every time I misidentify a hoverfly... Corrected ID: Eristalis sp. (thanks @GavBecology). #InsectID #lockdownnature #Eristalis #Syrphidae #Diptera #Insecta #Arthropoda #hoverfly #fly #insect #insectsmatter #teamfly #lockdown #Kirkliston #Edinburgh #Scotland🦟 https://t.co/0XVG7PAQvB,-0.9974965453147888,0.5,Syrphidae
2163,"Bathroom window this morning. Hoverfly (Syrphidae, Diptera). Thinking Cheilosia sp? Kirkliston, nr Edinburgh, Scotland. @SIBirdClub #lockdownnature #Cheilosia #Syrphidae #Diptera #Insecta #Arthropoda #hoverfly #fly #insect #insectsmatter #teamfly #Kirkliston #Edinburgh #Scotland https://t.co/sLK9RKfAF8",-0.9922419190406799,0.8,Syrphidae
2164,"New CHECKLIST dataset: The flower fly genus Eosphaerophoria Frey (Diptera, Syrphidae) (16 species occurrences) https://t.co/uZRJpj80OW",-0.988375723361969,0.4681818181818182,Syrphidae
2165,Did you know many hover fly larvae are predators of aphids and other pests? Check out this new (and personal first!) illustration I created in #inkscape. This will be part of a life cycle illustration for an #extension publication on #Illinois #Syrphidae. #diptera @theHTlab https://t.co/oSYnNklhet,-0.9923021793365479,0.27064393939393944,Syrphidae
2166,@love_me_avenue @TheTWD1 https://t.co/CdF5a3r9GE,0.9833574295043945,0.0,Syrphidae
2167,@EuropeanOrchids I've heard of similar concepts when it comes to identifying Syrphidae but not specific to Ophrys I'll have to look into it thankyou!,0.9954173564910889,0.0,Syrphidae
2168,Spotted a flower fly pollinating my airplane plant today. #flowerfly #syrphidae https://t.co/Yjrrrehx15,-0.97687166929245,0.8,Syrphidae
2169,"Thank you everyone for the help! @keithedkins @WildThrub @SergiBoleda @MWPalmer #PhotographyAtHome 
 
Local info about the Hover fly (Family: Syrphidae) from @MSUExtension  https://t.co/0qFZIdR0yW https://t.co/3tR726kDE7",0.661030650138855,0.4,Syrphidae
2170,"@billickc @InsectNews @BugQuestions Hoverfly - possibly Flower Fly in your vernacular. Diptera, family Syrphidae.",-0.9940971732139587,0.4,Syrphidae
2171,"#FunFactFriday: Flower flies (Syrphidae family) are excellent bee mimics! They are an important group of #pollinators that also play a key role in bio-control as the larvae of many species feed on crop-damaging aphids.

Artwork by Steve Buchanan🐝 https://t.co/tLeJMboxdm",0.9961782693862915,0.475,Syrphidae
2172,"This is Neoascia podagrica, one of our smaller hoverflies (3-4mm). So much variation within a single family - the Syrphidae. @StaffsWildlife https://t.co/i9uYI5yklD",-0.9842385649681091,0.042857142857142864,Syrphidae
2173,"Hoping to have some garden survey #Hoverfly #Diptera #Syrphidae IDs confirmed - in these images I think I have:

Epistrophe elegans
Platycheirus sp.
Anthomyiidae sp.
Syrphus ribesii

Can you confirm please @StevenFalk1 @RyanClarkNature 
Sorry, not great shots! https://t.co/QsM65Ftbxl",-0.9994235038757324,-0.19999999999999998,Syrphidae
2174,"Saw a mating pair of these black-shouldered drone flies (Syrphidae, Eristalis dimidiata) in the garden today https://t.co/dIyUJX0qup",-0.9717503786087036,0.0,Syrphidae
2175,"Hoverfly, be still just for a moment please #hoverfly #insects #flowerfly #syrphidae #garden #southam #warwickshire @ Southam https://t.co/tVCXngsrRX",-0.9932802319526672,0.0,Syrphidae
2176,"New CHECKLIST dataset: Description of six new large species of Argentinomyia Lynch-Arribalzaga, 1891 and redescription of Talahua fervida (Fluke, 1945) (Diptera, Syrphidae, Syrphinae) https://t.co/5xoBWGPCQ3",-0.9709200859069824,0.16233766233766234,Syrphidae
2177,"One of the frequently asked questions to our museum: what is this slug-like stuff? It's a puparium of hoverfly (Syrphidae, Diptera). Unlike true pupa, it is the hardened exoskeleton of final instar larva. Yeah, it can be a host of parasitoid wasps. Kyoto, JPN. #InsectOfTheDay #23 https://t.co/vfjayBgLdy",-0.9937782883644104,0.15,Syrphidae
2178,"New CHECKLIST dataset: A New Record From The Genus Callicera Panzer, 1809 (Insecta: Diptera: Syrphidae) From India (1 species occurrences) https://t.co/Reev4SJQMZ",0.7829483151435852,0.13636363636363635,Syrphidae
2179,@nature_MI The family Syrphidae includes species of hoverflies that are natural predators of aphids as larvae and pollinators as adults. A true double whammy. #TalkNature,-0.9673884510993958,0.15,Syrphidae
2180,Good to see the amazing pine hovefly a real rarity of our native Caledonian pinewoods  in the #cairngorms being featured #syrphidae https://t.co/9ZuuSPL0OQ,0.9994891881942749,0.5,Syrphidae
2181,"Seen on crab apple blossom yesterday,  e. berks, uk. My guess is scavea selenitica... M/F ? @judyweb32049878 #hoverfly #syrphidae #diptera https://t.co/GCVitXsaZJ",-0.9965802431106567,0.0,Syrphidae
2182,"Hoverfly Close up on a green leaf. 
#monday #hoverfly #syrphidae #insect #closeup #plants #texture #photography #Tetouan #picoftheday #bokeh #foto #Maroc #farm #tetuan #village #Morocco #nature #Photo #plants… https://t.co/4yxjcnw2PB",-0.9190508723258972,-0.2,Syrphidae
2183,New post: Melanostoma scalare https://t.co/manP51BEAk,-0.9964626431465149,0.13636363636363635,Syrphidae
2184,"Just this morning. With the confinement, and low people pressure,  wild plants are gaining presence in parks. Giving a touch of colour, and servicing some insects, like this Syrphidae. https://t.co/Qjq06Gc172",0.9946948289871216,0.05,Syrphidae
2185,"Celebrating mimicry this morning with 4 of my past photos: a parasitoid, a hoverfly, a sphinx moth, and a clearwing moth.
#Chalcididae, #Syrphidae, #Sphingidae, #Sesiidae, #UFBugs https://t.co/p3Mw5mfCvJ",-0.8950068950653076,-0.25,Syrphidae
2186,"@JohnnyVegasReal Hi young man. It’s a hoverfly - Syrphidae &amp; your, ahem, wonderful photograph, hints at it being a drone hoverfly (Eristalis sp.) - The males are the ones properly hovering head height as they are territory defending/fighting/flirting. It’s spring time - let copulation commence",0.9908227324485779,0.3666666666666667,Syrphidae
2187,Episyrphus balteatus. My greeting photographed today for @flygirlNHM. #diptera #syrphidae #hoverfly #actionmacro #speedwell #veronicapersica https://t.co/EUMcI4uyvd,-0.9921181201934814,0.0,Syrphidae
2188,"Hoverfly - Syrphidae
Garden, UK
April 2020

@BBCEarth
@BBCSpringwatch
@Natures_Voice
@CanonUKandIE https://t.co/Su5mVZZ1om",-0.9538976550102234,0.0,Syrphidae
2189,Just photographed this glorious beastie in the evening sun in Hertfordshire. Very golden metallic lustre. Is this Callicera spinolae? #hoverflies #Syrphidae @flygirlNHM @StevenFalk1 @DipteristsForum https://t.co/ipzYqnJp3g,0.9871107935905457,0.39,Syrphidae
2190,Hoverfly (Syrphidae) having a rest on the rim of a glass of water 👍😁 @lesley675t https://t.co/2afFt3nlHG,-0.9938835501670837,0.0,Syrphidae
2191,@a358 @wildeastdevon @iNatureUK Hoverfly not bee. Harmless and also a useful pollinator. True flies (Diptera) family Syrphidae. V large eyes and only one pair of wings. Bees have two. Also hovering behaviour should help identify it and doesn’t buzz like a bee. Lovely photo.,-0.5388035774230957,0.27285714285714285,Syrphidae
2192,Quite cold and windy today on my lunchtime walk however I did manage to find two new species of fly! A Ulidiidae: Otites guttatus and Syrphidae: Melligramma euchromum. @DipteristsForum https://t.co/cf7OCLxb0S,-0.9825781583786011,0.1787878787878788,Syrphidae
2193,New post: Eristalis pertinax https://t.co/ot6AqE0bAO,-0.984008252620697,0.13636363636363635,Syrphidae
2194,@janinecooijmans https://t.co/X8n1JolXHy,-0.9912660121917725,0.0,Syrphidae
2195,"How many hoverflies are there, are u find it🤔?
And what they are doing🙈?
Sphaerophoria scripta, the long hoverfly, is a species of hoverfly belonging to the family Syrphidae. Sphaerophoria scripta can reach a length… https://t.co/qsEY7lHNrk",-0.9968233704566956,0.225,Syrphidae
2196,"Revision of the Melanogaster jaroslavensis group (Diptera: Syrphidae), with description of a new species from Afghanistan. https://t.co/9jJKVhem3Q",-0.9700921773910522,0.13636363636363635,Syrphidae
2197,Paul Gustav Eduard Speiser identified Syrphidae and collected Trombidiidae https://t.co/WZ1IAL1ohA,-0.9454432725906372,0.0,Syrphidae
2198,"@petepaphides Pete, if you include ‘Lazy Flies’ by Beck in this thread please be aware that he states “lazy flies, hovering around” referring to the Syrphidae (hoverflies) but in reality they beat their wings at 120 beats per second (3.5m/s) which even Beck, I hope, would concede is not lazy.",-0.6549200415611267,-0.025,Syrphidae
2199,@princesslindylo Well it's a bit hard to see but if it was hovering it was probably a hover fly (family Syrphidae) and if I was going to stick my neck out I'd say it was a drone fly (an Eristalis species).,-0.9982752799987793,0.4361111111111111,Syrphidae
2200,Mario Bezzi identified Syrphidae and collected Muscidae https://t.co/MbPJQhJaUy,-0.8999096155166626,0.0,Syrphidae
2201,"Chlorella and chlorophyll and los zapatos y los árboles de Quercus y beech birch trees and poplar tree 🌳🌳🌳🌳♥️🌳🌳🌳🌳☁️💺🌳🌳🌳🌳. 
La luna y la noche él noche y él tráfico.
Automobiles.
Resources.
Thank you for the respect.
Hymenoptera. Tabanidae diptera horsefly 🐎. 2707. 7 https://t.co/AbGqkJZCOG",0.9906614422798157,0.0,Tabanidae
2202,Evaluation of the relative roles of the Tabanidae and Glossinidae in the transmission of trypanosomosis in drug resistance hotspots in Mozambique https://t.co/XcBWNo4ETG @bugbittentweets,-0.9949374198913574,0.0,Tabanidae
2203,Evaluation of the relative roles of the Tabanidae and Glossinidae in the transmission of trypanosomosis in drug… https://t.co/DcpNRWllnc,-0.9832644462585449,0.0,Tabanidae
2204,"Probably Qomar. Multiple International Space Stations. #StarTrekVoyager #StarTrekVOY first finish your work in the outside field. Then, build your house. #bibleverse #BibleVerses #biblequotes thinking out loud. Nightingale episode. Defense/defensive grid. Tabanidae diptera. 2623.",-0.9912986159324646,0.06999999999999999,Tabanidae
2205,"New CHECKLIST dataset: Taxonomic Accounts With Notes On Spatial Diversity And Relative Abundance Pattern Of Horseflies (Diptera: Tabanidae) From Sonamukhi Protected Forest Area Of West Bengal, India (23 species occurrences) https://t.co/1QNU0xPMUs",-0.6122163534164429,0.06818181818181818,Tabanidae
2206,"#TypeSpecimenTuesday holotype of horse-fly species Tabanus maculosus Coquillett, 1902 (Tabanidae) in #USNMDiptera @NMNH_Entomology collection - full resolution files at https://t.co/xCEas3My6N #oa #SmithsonianOpenAccess #TypeTuesday https://t.co/0kuDdyd8Ui",-0.992974042892456,0.35,Tabanidae
2207,"Tabanidæ) are distinguishable, according to a state of Jesus, is never have been used, the Gorilla building of general rule,",-0.9873152375221252,0.05000000000000002,Tabanidae
2208,New CHECKLIST dataset: Esenbeckia (Esenbeckia) auribrunnea n. sp. (Diptera: Tabanidae) from theAmazon with a key to the Neotropical species of the subgenus (4 species occurrences) https://t.co/m8LfMU18oN,0.8198660016059875,0.06818181818181818,Tabanidae
2209,New CHECKLIST dataset: Revision of Telothyria van der Wulp (Diptera: Tachinidae) and twenty-five new species from Area de Conservación Guanacaste in northwestern Costa Rica with a key to Mesoamerican species (145 species occurrences) https://t.co/79MxzL22jH,0.6194489598274231,0.0909090909090909,Tachinidae
2210,"is a genus of, the family Tachinidae, at least one described https://t.co/5EZM2c1BMf #Coloradomyia",-0.9921062588691711,-0.3,Tachinidae
2211,"Garden flies #Topsham yesterday; some impressive, some small, all fascinating: Empis tesselata (Empididae), Pales pavida (Tachinidae), Xylota segnis (Syrphidae), Drosophila immigrans (Drosophilidae) @DipteristsForum @NHM_Diptera https://t.co/Bu1HzKw1oh",0.6988303661346436,0.48333333333333334,Tachinidae
2212,"Super pleased to see this revision and description come out today 

1/2

Fleming A et al (2020) Revision of Telothyria van der Wulp (Diptera: Tachinidae) and 25 new species from @ACGuanacaste with a key to Mesoamerican species. @BioDataJournal 8: e47157

https://t.co/KHeIwdoky1 https://t.co/aft4KFTiTi",0.9898018836975098,0.2424242424242424,Tachinidae
2213,"@bigal201338 @InsectNews Top left: A cicada species
Top right: A classic fly species (Tachinidae or Muscidae maybe)
Bottom left: Probably a honeybee (Apis spec.)
Bottom right: A leaf beetle (Chrysomelidae)",-0.9932253956794739,0.31726190476190474,Tachinidae
2214,"New CHECKLIST dataset: Taxonomic notes on Borgmeiermyia Townsend (Diptera, Tachinidae) with the first host record for the genus (12 species occurrences) https://t.co/QxP66Iofmp",-0.9721803665161133,0.19318181818181818,Tachinidae
2215,@FruitFragment That looks like some kind of Hefty Fly (tachinidae). Tachinid flies have white/pale faces and large hairs,-0.9672098755836487,0.5380952380952381,Tachinidae
2216,A new Tachinidae seen yesterday at Blesselsleigh Wood it looks quite similar to a Large Sarcophagidae. Phorocera assimilis there were a few of them resting on Sycamore leaves. @DipteristsForum https://t.co/Gm5NIMBowz,-0.9957428574562073,0.03766233766233766,Tachinidae
2217,"On my lunch time walk managed to find this small male Tachinidae: Actia lamia. A new species for me, it keyed out very quickly it has an unusual feature the medial vein disappears and doesn't reach the wing margin. 
@DipteristsForum https://t.co/RSLbugcICY",-0.9993491768836975,0.10393939393939396,Tachinidae
2218,"Overview of the Tachinidae 
(Diptera)
https://t.co/KHVc7ANJIv
#parasitoids 
#Tachinid https://t.co/Eeegk9vGos",-0.7787901163101196,0.0,Tachinidae
2219,"@iancbeavis Ah, thanks for that Ian and @lukaslarge, allowed me to find the mini-key here: https://t.co/WA9436JP2Z Is this one Gymnocheta viridis too, from my (woodland) garden a week ago? https://t.co/rhtpqTGJPM",-0.9833825826644897,0.2,Tachinidae
2220,@QRiousKate @flygirlNHM From Tachinidae with ❤️,-0.9877129793167114,0.0,Tachinidae
2221,"▶️Latitudinal patterns in tachinid parasitoid diversity (Diptera: Tachinidae), a new research article published in @InsectDiversity by @wrightstate @INABIO_EC @lacentralec @INBOVlaanderen and @RBINSmuseum. 

📌More information here: https://t.co/b3touwrMDK https://t.co/7EC7Pwobul",-0.9891610741615295,0.13636363636363635,Tachinidae
2222,"@clarewhatson @jones_ann @ManuSaunders @InvertoPhiles What a stunner! All of the flies in this family (Tachinidae) are actually parasites. They come in all shapes, sizes, and colours. Beautiful and extremely diverse flies - unfortunately we know very little about the biology of most species.",-0.9909913539886475,0.08020833333333333,Tachinidae
2223,@jones_ann @icmcmi @ManuSaunders @InvertoPhiles maybe related to Bristle Flies - Diptera Tachinidae,-0.9845393300056458,0.0,Tachinidae
2224,"Drawing 24: near Cordyligaster (Diptera: Tachinidae), a bristle fly/parasitic fly. Another Panamá sighting, hanging out on a leaf!

[ID: line and colored drawings of a fly with a long thin black and silver body and red eyes. there are many bristles on the body] https://t.co/ue0HjacmaE",-0.9850609302520752,0.22291666666666668,Tachinidae
