,Unnamed: 0,Unnamed: 0.1,assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes,commonName,num_google_scholar_results,num_cited_by_in_first_20_results,num_common_name_google_search_results,num_scientific_name_google_search_results,absolute_frequency_of_scientific_name_in_books,num_books_containing_scientific_name,absolute_frequency_of_common_name_in_books,num_books_containing_common_name
3737,3737,3737,19881687,19199538,Hylaeus garrulus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,COLLETIDAE,Hylaeus,garrulus,,,,"(Warncke, 1981)",Data Deficient,,3.1,Unknown,Global & Europe,,5,23,,254,0,0,0,0
3738,3738,3738,19881752,19199804,Hylaeus hellenicus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,COLLETIDAE,Hylaeus,hellenicus,,,,"Dathe, 2000",Data Deficient,,3.1,Unknown,Global & Europe,,2,17,,247,0,0,0,0
3739,3739,3739,19881757,19199341,Hylaeus hohmanni,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,COLLETIDAE,Hylaeus,hohmanni,,,,"Dathe, 1993",Data Deficient,,3.1,Unknown,Global & Europe,,1,3,,396,0,0,0,0
3740,3740,3740,19881804,19199207,Hylaeus hyperpunctatus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,COLLETIDAE,Hylaeus,hyperpunctatus,,,,"(Strand, 1909)",Data Deficient,,3.1,Unknown,Global & Europe,,3,63,,372,0,0,0,0
3741,3741,3741,19881858,19199239,Hylaeus ibericus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,COLLETIDAE,Hylaeus,ibericus,,,,"Dathe, 2000",Data Deficient,,3.1,Unknown,Global & Europe,,11,73,,330,0,0,0,0
3742,3742,3742,19881954,19199635,Hylaeus koenigsmanni,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,COLLETIDAE,Hylaeus,koenigsmanni,,,,"Dathe, 1981",Data Deficient,,3.1,Unknown,Global & Europe,,4,76,,310,0,0,0,0
3743,3743,3743,19881986,19199088,Hylaeus maderensis,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,COLLETIDAE,Hylaeus,maderensis,,,,"(Cockerell, 1921)",Data Deficient,,3.1,Unknown,Global & Europe,,9,40,,208,0,0,0,0
3744,3744,3744,19882034,19199942,Hylaeus milossus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,COLLETIDAE,Hylaeus,milossus,,,,"(Warncke, 1981)",Data Deficient,,3.1,Unknown,Global & Europe,,0,0,,12,0,0,0,0
3745,3745,3745,19882049,19198899,Hylaeus nivaliformis,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,COLLETIDAE,Hylaeus,nivaliformis,,,,"Dathe, 1977",Data Deficient,,3.1,Unknown,Global & Europe,,8,122,,341,0,0,0,0
3746,3746,3746,19882054,19198424,Hylaeus nivalis,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,COLLETIDAE,Hylaeus,nivalis,,,,"(Morawitz, 1867)",Data Deficient,,3.1,Unknown,Global & Europe,,29,98,,855,0,0,0,0
3747,3747,3747,19882069,19199894,Hylaeus penalaris,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,COLLETIDAE,Hylaeus,penalaris,,,,"Dathe, 1979",Data Deficient,,3.1,Unknown,Global & Europe,,2,5,,203,0,0,0,0
3748,3748,3748,19882091,19198613,Hylaeus pictus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,COLLETIDAE,Hylaeus,pictus,,,,"(Smith, 1853)",Data Deficient,,3.1,Unknown,Global & Europe,,19,235,,1130,0,0,0,0
3749,3749,3749,19882144,19199276,Hylaeus pyrenaicus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,COLLETIDAE,Hylaeus,pyrenaicus,,,,"Dathe, 2000",Data Deficient,,3.1,Unknown,Global & Europe,,10,73,,434,0,0,0,0
3750,3750,3750,19882377,19199313,Hylaeus teruelus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,COLLETIDAE,Hylaeus,teruelus,,,,"(Warncke, 1981)",Data Deficient,,3.1,Unknown,Global & Europe,,2,7,,239,0,0,0,0
3751,3751,3751,20426234,20426231,Panurginus tyrolensis,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,ANDRENIDAE,Panurginus,tyrolensis,,,,"Richards, 1932",Data Deficient,,3.1,Unknown,Global & Europe,,11,155,,311,0,0,0,0
3752,3752,3752,20438804,20438801,Tomogonus crassoides,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Tomogonus,crassoides,,,,"Boucomont, 1923",Data Deficient,,3.1,Unknown,Global,,0,0,,98,0,0,0,0
3753,3753,3753,20438820,20438811,Tomogonus crassus,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Tomogonus,crassus,,,,"(d'Orbigny, 1902)",Least Concern,,3.1,Unknown,Global,,8,36,,115,0,0,0,0
3754,3754,3754,21095507,137204,Proagoderus brucei,ANIMALIA,ARTHROPODA,COLEOPTERA,INSECTA,SCARABAEIDAE,Proagoderus,brucei,,,,"(Reiche, 1849)",Data Deficient,,3.1,Unknown,Global,,18,1011,,443,0,0,0,0
3755,3755,3755,21138357,21138354,Chelostoma siciliae,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Chelostoma,siciliae,,,,"Müller, 2012",Data Deficient,,3.1,Unknown,Global & Europe,,3,233,,169,0,0,0,0
3756,3756,3756,21138822,21138819,Hoplitis peniculifera,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Hoplitis,peniculifera,,,,"Müller, 2012",Data Deficient,,3.1,Unknown,Global & Europe,,2,14,,130,0,0,0,0
3757,3757,3757,21139098,21139076,Hoplitis hilbera,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Hoplitis,hilbera,,,,"Müller, 2012",Data Deficient,,3.1,Unknown,Global & Europe,,4,23,,204,0,0,0,0
3758,3758,3758,21139213,21139203,Hoplitis lithodorae,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Hoplitis,lithodorae,,,,"Müller, 2012",Data Deficient,,3.1,Unknown,Global & Europe,,4,23,,306,0,0,0,0
3759,3759,3759,21139250,21139241,Hoplitis manuelae,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Hoplitis,manuelae,,,,"Müller, 2012",Data Deficient,,3.1,Unknown,Global & Europe,,3,18,,204,0,0,0,0
3760,3760,3760,21143314,19199171,Dioxys atlantica,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Dioxys,atlantica,,,,"Saunders, 1904",Data Deficient,,3.1,Unknown,Global & Europe,,3,13,,235,0,0,0,0
3761,3761,3761,21143353,19198645,Dioxys lanzarotensis,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Dioxys,lanzarotensis,,,,"Tkalcu, 2001",Data Deficient,,3.1,Unknown,Global & Europe,,5,24,,260,0,0,0,0
3762,3762,3762,21143964,19198839,Pseudoanthidium canariense,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Pseudoanthidium,canariense,,,,"(Mavromoustakis, 1954)",Data Deficient,,3.1,Unknown,Global & Europe,,0,0,,231,0,0,0,0
3763,3763,3763,21144449,19198944,Stelis ortizi,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Stelis,ortizi,,,,"Schwarz & Gusenleitner, 2010",Data Deficient,,3.1,Unknown,Global & Europe,,7,11,,235,0,0,0,0
3764,3764,3764,21144675,19198643,Stelis franconica,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Stelis,franconica,,,,"Blüthgen, 1930",Data Deficient,,3.1,Unknown,Global & Europe,,28,254,,680,0,0,0,0
3765,3765,3765,21145031,19198593,Ammobates dusmeti,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Ammobates,dusmeti,,,,"Popov, 1951",Critically Endangered,B2ab(v),3.1,Decreasing,Global & Europe,,3,691,,453,0,0,0,0
3766,3766,3766,21145557,19198736,Ammobatoides okalii,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Ammobatoides,okalii,,,,"Kocourek, 1990",Data Deficient,,3.1,Unknown,Global & Europe,,1,0,,199,0,0,0,0
3767,3767,3767,21145572,19198313,Epeolus alpinus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Epeolus,alpinus,,,,"Friese, 1893",Least Concern,,3.1,Stable,Global & Europe,,33,298,,1890,0,0,0,0
3768,3768,3768,21145583,19198575,Epeolus compar,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Epeolus,compar,,,,"Alfken, 1937",Data Deficient,,3.1,Unknown,Global & Europe,,1,7,,368,0,0,0,0
3769,3769,3769,21145588,19199398,Epeolus cruciger,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Epeolus,cruciger,,,,"(Panzer, 1799)",Near Threatened,,3.1,Decreasing,Global & Europe,,244,484,,7450,0,0,0,0
3770,3770,3770,21145602,19199357,Epeolus fallax,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Epeolus,fallax,,,,"Morawitz, 1872",Least Concern,,3.1,Unknown,Global & Europe,,19,268,,1960,0,0,0,0
3771,3771,3771,21145622,19198837,Epeolus fasciatus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Epeolus,fasciatus,,,,"Friese, 1895",Data Deficient,,3.1,Unknown,Global & Europe,,15,1245,,583,0,0,0,0
3772,3772,3772,21145649,19199335,Epeolus flavociliatus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Epeolus,flavociliatus,,,,"Friese, 1899",Data Deficient,,3.1,Unknown,Global & Europe,,7,38,,360,0,0,0,0
3773,3773,3773,21145697,19199127,Epeolus productulus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Epeolus,productulus,,,,"Bischoff, 1930",Data Deficient,,3.1,Unknown,Global & Europe,,3,93,,412,0,0,0,0
3774,3774,3774,21145855,19199324,Epeolus siculus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Epeolus,siculus,,,,"Soika, 1944",Data Deficient,,3.1,Unknown,Global & Europe,,1,7,,448,0,0,0,0
3775,3775,3775,21145860,19198984,Epeolus sigillatus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Epeolus,sigillatus,,,,"Alfken, 1930",Data Deficient,,3.1,Unknown,Global & Europe,,1,0,,347,0,0,0,0
3776,3776,3776,21146872,19199673,Eucera codinai,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Eucera,codinai,,,,"Dusmet y Alonso, 1926",Data Deficient,,3.1,Unknown,Global & Europe,,8,48,,344,0,0,0,0
3777,3777,3777,21147357,19199540,Eucera gracilipes,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Eucera,gracilipes,,,,"Pérez, 1895",Near Threatened,,3.1,Unknown,Global & Europe,,18,712,,728,0,0,0,0
3778,3778,3778,21147914,19198856,Eucera quilisi,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Eucera,quilisi,,,,"(Dusmet y Alonso, 1926)",Data Deficient,,3.1,Unknown,Global & Europe,,0,0,,230,0,0,0,0
3779,3779,3779,21148042,19198594,Tetraloniella hohmanni,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Tetraloniella,hohmanni,,,,"(Tkalců, 1993)",Data Deficient,,3.1,Unknown,Global & Europe,,1,0,,503,0,0,0,0
3780,3780,3780,21148062,19199329,Tetraloniella lanzarotensis,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Tetraloniella,lanzarotensis,,,,"(Tkalců, 1993)",Data Deficient,,3.1,Unknown,Global & Europe,,1,0,,198,0,0,0,0
3781,3781,3781,21148167,19199899,Tetraloniella lyncea,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Tetraloniella,lyncea,,,,"(Mocsáry, 1879)",Data Deficient,,3.1,Unknown,Global & Europe,,6,78,,246,0,0,0,0
3782,3782,3782,21148474,19198553,Sphecodes atlanticus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Sphecodes,atlanticus,,,,"Warncke, 1992",Data Deficient,,3.1,Unknown,Global & Europe,,4,37,,384,0,0,0,0
3783,3783,3783,21148857,19199871,Sphecodes pseudocrassus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,HALICTIDAE,Sphecodes,pseudocrassus,,,,"Blüthgen, 1924",Data Deficient,,3.1,Unknown,Global & Europe,,1,0,,226,0,0,0,0
3784,3784,3784,21152184,19199003,Chelostoma grande,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Chelostoma,grande,,,,"(Nylander, 1852)",Data Deficient,,3.1,Unknown,Global & Europe,,29,510,,1080,0,0,0,0
3785,3785,3785,21152247,19199770,Chelostoma hellenicum,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Chelostoma,hellenicum,,,,"(Benoist, 1938)",Data Deficient,,3.1,Unknown,Global & Europe,,4,101,,232,0,0,0,0
3786,3786,3786,21152252,19198822,Chelostoma laticaudum,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Chelostoma,laticaudum,,,,"(Benoist, 1938)",Data Deficient,,3.1,Unknown,Global & Europe,,2,92,,216,0,0,0,0
3787,3787,3787,21152718,19199618,Hoplitis albatera,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Hoplitis,albatera,,,,"(Warncke, 1991)",Data Deficient,,3.1,Unknown,Global & Europe,,1,4,,17,0,0,0,0
3788,3788,3788,21153573,19199179,Hoplitis cretaea,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Hoplitis,cretaea,,,,"(Tkalců, 1992)",Data Deficient,,3.1,Unknown,Global & Europe,,0,0,,289,0,0,0,0
3789,3789,3789,21153678,19198606,Hoplitis fabrei,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Hoplitis,fabrei,,,,"van der Zanden, 1987",Data Deficient,,3.1,Unknown,Global & Europe,,6,138,,441,0,0,0,0
3790,3790,3790,21153856,19199563,Hoplitis graeca,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Hoplitis,graeca,,,,"(Tkalců, 2000)",Data Deficient,,3.1,Unknown,Global & Europe,,0,0,,259,0,0,0,0
3791,3791,3791,21154133,19199033,Hoplitis holmboei,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Hoplitis,holmboei,,,,"(Mavromoustakis, 1948)",Data Deficient,,3.1,Unknown,Global & Europe,,5,46,,324,0,0,0,0
3792,3792,3792,21154318,19198805,Hoplitis lepeletieri,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Hoplitis,lepeletieri,,,,"(Pérez, 1879)",Least Concern,,3.1,Unknown,Global & Europe,,22,380,,776,0,0,0,0
3793,3793,3793,21154640,19199277,Hoplitis ochraceicornis,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Hoplitis,ochraceicornis,,,,"(Ferton, 1902)",Least Concern,,3.1,Unknown,Global & Europe,,13,93,,375,0,0,0,0
3794,3794,3794,21154657,19198429,Hoplitis parnesica,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Hoplitis,parnesica,,,,"(Mavromoustakis, 1958)",Data Deficient,,3.1,Unknown,Global & Europe,,0,0,,194,0,0,0,0
3795,3795,3795,21154699,19198960,Hoplitis ravouxi,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Hoplitis,ravouxi,,,,"(Pérez, 1902)",Least Concern,,3.1,Unknown,Global & Europe,,45,360,,1510,0,0,0,0
3796,3796,3796,21154739,19199701,Hoplitis tenuispina,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Hoplitis,tenuispina,,,,"(Alfken, 1937)",Data Deficient,,3.1,Unknown,Global & Europe,,4,59,,228,0,0,0,0
3797,3797,3797,21154749,19199662,Hoplitis tkalcuella,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Hoplitis,tkalcuella,,,,"Le Goff, 2003",Data Deficient,,3.1,Unknown,Global & Europe,,1,4,,197,0,0,0,0
3798,3798,3798,21154765,19198894,Hoplitis villosa,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Hoplitis,villosa,,,,"(Schenck, 1853)",Least Concern,,3.1,Unknown,Global & Europe,,21,54,,922,0,0,0,0
3799,3799,3799,21154861,19199040,Hoplitis zandeni,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Hoplitis,zandeni,,,,"(Teunissen & van Achterberg, 1992)",Data Deficient,,3.1,Unknown,Global & Europe,,3,13,,379,0,0,0,0
3800,3800,3800,21154876,19198422,Osmia alticola,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Osmia,alticola,,,,"Benoist, 1929",Least Concern,,3.1,Unknown,Global & Europe,,17,248,,858,0,0,0,0
3801,3801,3801,21154906,19199889,Osmia ariadne,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Osmia,ariadne,,,,"Peters, 1978",Data Deficient,,3.1,Unknown,Global & Europe,,0,0,,831,0,0,0,0
3802,3802,3802,21154916,19199601,Osmia balearica,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Osmia,balearica,,,,"Schmiedeknecht, 1885",Data Deficient,,3.1,Unknown,Global & Europe,,8,263,,578,0,0,0,0
3803,3803,3803,21155171,19199057,Osmia dusmeti,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Osmia,dusmeti,,,,"van der Zanden, 1998",Data Deficient,,3.1,Unknown,Global & Europe,,0,0,,253,0,0,0,0
3804,3804,3804,21155335,19199542,Osmia iberica,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Osmia,iberica,,,,"van der Zanden, 1987",Data Deficient,,3.1,Unknown,Global & Europe,,1,6,,340,0,0,0,0
3805,3805,3805,21155526,19198819,Osmia larochei,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Osmia,larochei,,,,"Tkalců, 1993",Data Deficient,,3.1,Unknown,Global & Europe,,1,4,,214,0,0,0,0
3806,3806,3806,21155827,19198968,Osmia madeirensis,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Osmia,madeirensis,,,,"van der Zanden, 1991",Data Deficient,,3.1,Unknown,Global & Europe,,5,31,,372,0,0,0,0
3807,3807,3807,21156032,19199847,Osmia mirhiji,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Osmia,mirhiji,,,,"Mavromoustakis, 1957",Data Deficient,,3.1,Unknown,Global & Europe,,2,6,,388,0,0,0,0
3808,3808,3808,21156038,19199916,Osmia moreensis,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Osmia,moreensis,,,,"van der Zanden, 1984",Data Deficient,,3.1,Unknown,Global & Europe,,1,7,,433,0,0,0,0
3809,3809,3809,21156297,19198810,Osmia palmae,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Osmia,palmae,,,,"Tkalců, 2001",Data Deficient,,3.1,Unknown,Global & Europe,,0,0,,353,0,0,0,0
3810,3810,3810,21156361,19198430,Osmia picena,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Osmia,picena,,,,"(Tkalců, 1999)",Data Deficient,,3.1,Unknown,Global & Europe,,1,4,,129,0,0,0,0
3811,3811,3811,21156394,19199519,Osmia pilicornis,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Osmia,pilicornis,,,,"Smith, 1846",Least Concern,,3.1,Unknown,Global & Europe,,91,437,,2110,0,0,0,0
3812,3812,3812,21156800,19199281,Osmia steinmanni,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Osmia,steinmanni,,,,"Müller, 2002",Data Deficient,,3.1,Unknown,Global & Europe,,9,367,,697,0,0,0,0
3813,3813,3813,21156883,19198548,Osmia svenssoni,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Osmia,svenssoni,,,,"Tkalců, 1983",Data Deficient,,3.1,Unknown,Global & Europe,,12,106,,678,0,0,0,0
3814,3814,3814,21157258,19198285,Protosmia asensioi,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Protosmia,asensioi,,,,"Griswold & Parker, 1987",Data Deficient,,3.1,Unknown,Global & Europe,,3,49,,445,0,0,0,0
3815,3815,3815,21157308,19199217,Protosmia capitata,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Protosmia,capitata,,,,"(Schletterer, 1889)",Data Deficient,,3.1,Unknown,Global & Europe,,2,0,,280,0,0,0,0
3816,3816,3816,21157485,19199758,Protosmia minutula,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,MEGACHILIDAE,Protosmia,minutula,,,,"(Pérez, 1896)",Data Deficient,,3.1,Unknown,Global & Europe,,7,215,,367,0,0,0,0
3817,3817,3817,21215173,21215147,Bombus atratus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,atratus,,,,"Franklin, 1913",Least Concern,,3.1,Unknown,Global,,1070,539,,12200,98,48,0,0
3818,3818,3818,21215177,21215162,Bombus baeri,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,baeri,,,,"Vachal, 1904",Least Concern,,3.1,Unknown,Global,,14,257,,985,0,0,0,0
3819,3819,3819,21215181,21215137,Bombus bellicosus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,bellicosus,,,,"Smith, 1879",Data Deficient,,3.1,Unknown,Global,Mamangava,234,388,35700.0,2950,0,0,0,0
3820,3820,3820,21215185,21215153,Bombus brachycephalus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,brachycephalus,,,,"Handlirsch, 1888",Endangered,A2bc,3.1,Decreasing,Global,,14,210,,876,0,0,0,0
3821,3821,3821,21215189,21215143,Bombus brasiliensis,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,brasiliensis,,,,"Lepeletier, 1835",Data Deficient,,3.1,Unknown,Global,,154,494,,2310,0,0,0,0
3822,3822,3822,21215193,21215166,Bombus brevivillus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,brevivillus,,,,"Franklin, 1913",Data Deficient,,3.1,Unknown,Global,,114,490,,1430,0,0,0,0
3823,3823,3823,21215197,21215151,Bombus coccineus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,coccineus,,,,"Friese, 1903",Least Concern,,3.1,Unknown,Global,,9,135,,838,0,0,0,0
3824,3824,3824,21215205,21215163,Bombus digressus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,digressus,,,,"(Milliron, 1962)",Near Threatened,,3.1,Decreasing,Global,,11,114,,843,0,0,0,0
3825,3825,3825,21215209,21215150,Bombus diligens,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,diligens,,,,"Smith, 1861",Near Threatened,,3.1,Decreasing,Global,,23,494,,1260,0,0,0,0
3826,3826,3826,21215213,21215141,Bombus ecuadorius,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,ecuadorius,,,,"Meunier, 1890",Data Deficient,,3.1,Unknown,Global,,6,107,,864,0,0,0,0
3827,3827,3827,21215217,21215149,Bombus ephippiatus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,ephippiatus,,,,"Say, 1837",Least Concern,,3.1,Stable,Global,,296,479,,4320,0,0,0,0
3828,3828,3828,21215221,21215165,Bombus excellens,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,excellens,,,,"Smith, 1879",Data Deficient,,3.1,Unknown,Global,,15,457,,1010,0,0,0,0
3829,3829,3829,21215225,21215132,Bombus fervidus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,fervidus,,,,"(Fabricius, 1798)",Vulnerable,A2b,3.1,Decreasing,Global,Yellow Bumblebee,560,542,173000.0,14600,298,142,180,167
3830,3830,3830,21215229,21215159,Bombus funebris,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,funebris,,,,"Smith, 1854",Least Concern,,3.1,Stable,Global,,61,205,,2060,0,0,0,0
3831,3831,3831,21215233,21215148,Bombus handlirschi,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,handlirschi,,,,"Friese, 1903",Least Concern,,3.1,Unknown,Global,,6,91,,727,0,0,0,0
3832,3832,3832,21215237,21215155,Bombus haueri,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,haueri,,,,"Handlirsch, 1888",Endangered,A2bc,3.1,Decreasing,Global,,10,240,,970,0,0,0,0
3833,3833,3833,21215241,21215135,Bombus hortulanus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,hortulanus,,,,"Friese, 1904",Data Deficient,,3.1,Unknown,Global,,35,113,,1460,0,0,0,0
3834,3834,3834,21215245,21215139,Bombus huntii,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,huntii,,,,"Greene, 1860",Least Concern,,3.1,Stable,Global,Hunt Bumble Bee,401,741,4110.0,10100,0,0,0,0
3835,3835,3835,21215249,21215168,Bombus variabilis,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,variabilis,,,,"Cresson, 1872",Critically Endangered,A2bc,3.1,Decreasing,Global,Variable Cuckoo Bumblebee,80,679,526.0,2090,0,0,0,0
3836,3836,3836,21215253,21215144,Bombus macgregori,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,macgregori,,,,"Labougle &amp; Ayala, 1985",Least Concern,,3.1,Stable,Global,,12,63,,784,0,0,0,0
3837,3837,3837,21215257,21215154,Bombus medius,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,medius,,,,"Cresson, 1863",Vulnerable,A2bc,3.1,Decreasing,Global,,56,1200,,1160,0,0,0,0
3838,3838,3838,21215261,21215164,Bombus melaleucus,ANIMALIA,ARTHROPODA,HYMENOPTERA,INSECTA,APIDAE,Bombus,melaleucus,,,,"Handlirsch, 1888",Data Deficient,,3.1,Unknown,Global,,21,574,,958,0,0,0,0
